CustomerID,Age,Tenure_Months,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,NumSupportCalls,Churn
CUST1334,19.0,5,83.85,Month-to-Month,No,No,Electronic Check,0,1
CUST1335,51.0,68,59.76,Month-to-Month,DSL,Yes,Credit Card,0,1
CUST1336,20.0,6,47.42,One Year,Fiber Optic,No,Mailed Check,3,1
CUST1337,33.0,47,118.4,Month-to-Month,DSL,No,Mailed Check,0,1
CUST1338,68.0,55,60.93,Month-to-Month,DSL,Yes,Bank Transfer,2,0
CUST1339,46.0,40,109.41,One Year,Fiber Optic,No,Credit Card,1,0
CUST1340,40.0,52,43.0,Month-to-Month,Fiber Optic,No,Credit Card,1,1
CUST1341,74.0,16,41.31,Two Year,DSL,Yes,Bank Transfer,1,0
CUST1342,67.0,13,23.11,Two Year,DSL,No,Bank Transfer,2,1
CUST1343,37.0,30,85.17,One Year,Fiber Optic,Yes,Electronic Check,1,0
CUST1344,42.0,19,56.85,One Year,DSL,Yes,Electronic Check,0,0
CUST1345,47.0,17,106.44,Two Year,DSL,Yes,Mailed Check,2,1
CUST1346,35.0,63,67.32,Month-to-Month,No,No,Mailed Check,1,0
CUST1347,59.0,19,116.82,Month-to-Month,Fiber Optic,No,Mailed Check,1,1
CUST1348,28.0,58,38.55,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,0
CUST1349,46.0,55,106.86,One Year,Fiber Optic,No,Electronic Check,2,0
CUST1350,34.0,62,97.66,Month-to-Month,Fiber Optic,Yes,Credit Card,2,0
CUST1351,43.0,23,97.09,One Year,Fiber Optic,No,Mailed Check,4,0
CUST1352,73.0,9,104.48,Two Year,Fiber Optic,No,Credit Card,3,1
CUST1353,74.0,12,96.1,Two Year,Fiber Optic,No,Mailed Check,0,0
CUST1354,40.0,1,82.62,Month-to-Month,DSL,No,Bank Transfer,2,1
CUST1355,73.0,58,33.12,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,0
CUST1356,69.0,1,23.25,Two Year,Fiber Optic,Yes,Mailed Check,1,0
CUST1357,65.0,34,112.08,One Year,No,No,Mailed Check,1,0
CUST1358,37.0,48,81.67,Month-to-Month,Fiber Optic,No,Electronic Check,3,1
CUST1359,62.0,1,99.65,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,1
CUST1360,19.0,16,68.15,Two Year,DSL,Yes,Mailed Check,1,1
CUST1361,41.0,61,31.73,One Year,Fiber Optic,Yes,Mailed Check,4,0
CUST1362,48.0,64,32.52,Two Year,DSL,No,Credit Card,1,0
CUST1363,44.0,63,88.56,Two Year,DSL,Yes,Bank Transfer,2,1
CUST1364,46.0,69,63.03,One Year,DSL,No,Mailed Check,2,0
CUST1365,74.0,22,40.05,Month-to-Month,Fiber Optic,No,Credit Card,1,0
CUST1366,31.0,67,69.16,Month-to-Month,DSL,No,Credit Card,1,1
CUST1367,21.0,26,26.42,Month-to-Month,Fiber Optic,Yes,Electronic Check,4,1
CUST1368,66.0,16,78.2,Month-to-Month,No,No,Credit Card,2,1
CUST1369,30.0,51,46.9,One Year,DSL,Yes,Mailed Check,2,0
CUST1370,53.0,57,99.76,One Year,Fiber Optic,No,Electronic Check,2,0
CUST1371,52.0,29,51.04,Two Year,Fiber Optic,No,Electronic Check,3,0
CUST1372,61.0,69,65.52,Month-to-Month,DSL,Yes,Mailed Check,2,0
CUST1373,71.0,47,21.16,One Year,Fiber Optic,No,Bank Transfer,1,0
CUST1374,72.0,62,27.24,One Year,DSL,No,Credit Card,2,0
CUST1375,25.0,69,59.25,One Year,Fiber Optic,No,Electronic Check,1,0
CUST1376,19.0,16,67.99,One Year,Fiber Optic,Yes,Bank Transfer,2,0
CUST1377,23.0,48,80.0,Month-to-Month,Fiber Optic,No,Mailed Check,2,0
CUST1378,48.0,39,49.17,Month-to-Month,Fiber Optic,No,Credit Card,2,1
CUST1379,71.0,33,89.5,Month-to-Month,DSL,No,Credit Card,2,1
CUST1380,27.0,23,106.01,Month-to-Month,DSL,No,Electronic Check,2,1
CUST1381,61.0,10,97.99,Month-to-Month,Fiber Optic,Yes,Credit Card,1,1
CUST1382,38.0,69,23.96,One Year,Fiber Optic,No,Credit Card,0,0
CUST1383,59.0,34,68.05,Two Year,No,No,Credit Card,2,0
CUST1384,27.0,52,30.49,One Year,No,No,Credit Card,0,0
CUST1385,40.0,10,44.2,One Year,No,No,Mailed Check,0,1
CUST1386,20.0,19,118.67,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,1
CUST1387,49.0,58,34.25,One Year,DSL,Yes,Mailed Check,1,0
CUST1388,37.0,1,69.89,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,0
CUST1389,27.0,69,81.82,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,0
CUST1390,46.0,4,90.25,Month-to-Month,DSL,No,Credit Card,1,0
CUST1391,58.0,16,75.96,Month-to-Month,No,No,Mailed Check,1,1
CUST1392,69.0,24,20.98,Month-to-Month,No,Yes,Credit Card,3,1
CUST1393,68.0,2,52.65,Month-to-Month,Fiber Optic,No,Mailed Check,2,1
CUST1394,63.0,32,71.77,Month-to-Month,DSL,No,Mailed Check,1,1
CUST1395,51.0,24,28.79,Two Year,Fiber Optic,No,Electronic Check,1,1
CUST1396,54.0,12,55.06,Month-to-Month,No,No,Bank Transfer,4,1
CUST1397,37.0,50,23.32,Month-to-Month,No,Yes,Bank Transfer,2,0
CUST1398,25.0,35,27.86,Month-to-Month,DSL,No,Mailed Check,1,0
CUST1399,24.0,33,59.69,One Year,DSL,No,Electronic Check,1,1
CUST1400,23.0,33,33.27,Month-to-Month,No,Yes,Credit Card,1,0
CUST1401,28.0,61,76.75,Month-to-Month,Fiber Optic,No,Credit Card,0,0
CUST1402,61.0,51,88.95,Month-to-Month,Fiber Optic,No,Mailed Check,3,0
CUST1403,35.0,43,100.06,Month-to-Month,No,Yes,Bank Transfer,2,0
CUST1404,68.0,12,40.02,Month-to-Month,DSL,Yes,Electronic Check,0,1
CUST1405,59.0,67,36.75,Month-to-Month,Fiber Optic,Yes,Bank Transfer,5,0
CUST1406,74.0,65,30.46,Month-to-Month,DSL,Yes,Credit Card,0,0
CUST1407,46.0,33,71.375,Month-to-Month,Fiber Optic,No,Bank Transfer,1,1
CUST1408,42.0,40,90.65,Month-to-Month,No,No,Credit Card,3,1
CUST1409,38.0,43,23.16,Two Year,Fiber Optic,Yes,Electronic Check,1,1
CUST1410,63.0,44,113.62,One Year,No,No,Electronic Check,2,0
CUST1411,20.0,29,25.2,Month-to-Month,Fiber Optic,No,Mailed Check,2,1
CUST1412,46.0,13,74.13,Month-to-Month,DSL,No,Mailed Check,1,1
CUST1413,41.0,12,90.91,Two Year,DSL,No,Bank Transfer,3,1
CUST1414,64.0,46,107.1,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,1
CUST1415,55.0,2,91.41,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1416,27.0,35,100.17,One Year,DSL,No,Mailed Check,2,1
CUST1417,44.0,8,53.95,Month-to-Month,Fiber Optic,No,Credit Card,2,0
CUST1418,29.0,26,101.48,Month-to-Month,Fiber Optic,No,Bank Transfer,0,1
CUST1419,24.0,34,28.01,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,0
CUST1420,34.0,7,109.48,Two Year,Fiber Optic,No,Mailed Check,4,0
CUST1421,18.0,68,74.76,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,0
CUST1422,67.0,58,101.73,One Year,DSL,No,Mailed Check,1,0
CUST1423,43.0,29,65.23,Two Year,DSL,No,Mailed Check,0,1
CUST1424,32.0,36,71.375,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,0
CUST1425,68.0,21,72.64,Month-to-Month,Fiber Optic,No,Mailed Check,4,0
CUST1426,50.0,36,93.16,Month-to-Month,DSL,Yes,Credit Card,3,0
CUST1427,54.0,10,71.375,Month-to-Month,No,No,Credit Card,0,0
CUST1428,46.0,24,26.04,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1429,48.0,64,44.71,Two Year,Fiber Optic,No,Mailed Check,0,0
CUST1430,52.0,49,35.95,One Year,DSL,No,Credit Card,1,0
CUST1431,18.0,36,107.18,One Year,Fiber Optic,No,Electronic Check,3,1
CUST1432,25.0,24,41.92,Month-to-Month,Fiber Optic,No,Mailed Check,0,1
CUST1433,29.0,23,117.59,Two Year,Fiber Optic,No,Bank Transfer,3,0
CUST1434,71.0,62,53.69,Two Year,Fiber Optic,No,Credit Card,2,1
CUST1435,74.0,37,38.21,Two Year,No,Yes,Electronic Check,2,1
CUST1436,36.0,12,98.97,Month-to-Month,Fiber Optic,No,Bank Transfer,1,1
CUST1437,42.0,55,85.87,One Year,DSL,Yes,Mailed Check,2,0
CUST1438,74.0,13,69.82,Month-to-Month,Fiber Optic,No,Mailed Check,1,1
CUST1439,49.0,23,75.54,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,1
CUST1440,29.0,30,91.92,Month-to-Month,Fiber Optic,Yes,Credit Card,6,1
CUST1441,30.0,17,42.85,One Year,DSL,No,Electronic Check,2,0
CUST1442,45.0,62,119.63,One Year,DSL,No,Bank Transfer,1,0
CUST1443,18.0,13,117.48,Month-to-Month,No,Yes,Electronic Check,2,0
CUST1444,68.0,59,85.03,Month-to-Month,Fiber Optic,Yes,Credit Card,0,0
CUST1445,23.0,19,39.95,Month-to-Month,No,No,Electronic Check,0,0
CUST1446,25.0,49,88.02,Month-to-Month,Fiber Optic,No,Credit Card,2,1
CUST1447,21.0,12,27.22,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,1
CUST1448,22.0,61,23.07,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,0
CUST1449,42.0,19,45.77,One Year,No,No,Mailed Check,0,0
CUST1450,39.0,9,66.26,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,0
CUST1451,45.0,71,106.83,Month-to-Month,Fiber Optic,No,Mailed Check,1,0
CUST1452,56.0,28,92.72,Month-to-Month,DSL,No,Bank Transfer,0,1
CUST1453,40.0,52,94.27,Two Year,Fiber Optic,No,Mailed Check,1,1
CUST1454,21.0,16,62.55,One Year,Fiber Optic,Yes,Bank Transfer,0,1
CUST1455,69.0,69,54.59,One Year,DSL,No,Bank Transfer,1,0
CUST1456,21.0,12,57.1,Month-to-Month,DSL,No,Mailed Check,0,1
CUST1457,64.0,25,118.76,One Year,DSL,No,Credit Card,5,1
CUST1458,38.0,52,24.01,Month-to-Month,DSL,No,Electronic Check,4,0
CUST1459,54.0,53,106.7,One Year,DSL,No,Credit Card,3,0
CUST1460,73.0,23,77.87,Two Year,Fiber Optic,No,Credit Card,1,0
CUST1461,58.0,16,63.86,One Year,No,No,Mailed Check,1,0
CUST1462,19.0,57,92.53,Two Year,Fiber Optic,No,Electronic Check,0,0
CUST1463,46.0,39,68.67,One Year,DSL,No,Electronic Check,1,0
CUST1464,66.0,53,107.34,Month-to-Month,DSL,No,Credit Card,3,0
CUST1465,33.0,42,110.07,Two Year,Fiber Optic,Yes,Mailed Check,2,0
CUST1466,34.0,58,62.17,Month-to-Month,Fiber Optic,No,Electronic Check,0,1
CUST1467,37.0,39,47.68,Month-to-Month,No,No,Credit Card,1,0
CUST1468,40.0,14,79.24,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,1
CUST1469,51.0,5,111.24,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,1
CUST1470,28.0,35,41.07,Month-to-Month,DSL,No,Mailed Check,1,1
CUST1471,51.0,18,82.3,Month-to-Month,Fiber Optic,No,Mailed Check,2,1
CUST1472,50.0,9,83.16,Month-to-Month,DSL,No,Electronic Check,1,0
CUST1473,43.0,58,93.31,One Year,No,Yes,Bank Transfer,2,0
CUST1474,19.0,17,33.16,Month-to-Month,Fiber Optic,No,Electronic Check,2,0
CUST1475,40.0,7,91.58,Month-to-Month,DSL,Yes,Bank Transfer,0,1
CUST1476,46.0,46,110.9,One Year,DSL,No,Mailed Check,2,1
CUST1477,39.0,13,37.97,Month-to-Month,DSL,Yes,Credit Card,1,1
CUST1478,51.0,40,43.75,One Year,Fiber Optic,Yes,Bank Transfer,1,0
CUST1479,32.0,42,117.14,One Year,DSL,Yes,Mailed Check,2,0
CUST1480,27.0,9,38.1,Two Year,Fiber Optic,Yes,Mailed Check,1,0
CUST1481,32.0,50,105.44,One Year,DSL,Yes,Bank Transfer,1,0
CUST1482,59.0,27,69.23,Month-to-Month,Fiber Optic,Yes,Credit Card,0,0
CUST1483,46.0,66,44.72,One Year,No,No,Mailed Check,1,0
CUST1484,74.0,5,107.07,Month-to-Month,Fiber Optic,No,Bank Transfer,2,1
CUST1485,40.0,29,64.53,Month-to-Month,Fiber Optic,Yes,Credit Card,1,1
CUST1486,34.0,37,71.48,One Year,DSL,No,Credit Card,3,0
CUST1487,26.0,38,55.92,Month-to-Month,DSL,Yes,Mailed Check,2,0
CUST1488,67.0,8,79.3,One Year,Fiber Optic,No,Electronic Check,0,1
CUST1489,53.0,65,36.35,Two Year,Fiber Optic,Yes,Electronic Check,0,0
CUST1490,26.0,17,59.11,Two Year,Fiber Optic,No,Mailed Check,2,0
CUST1491,33.0,71,116.94,Two Year,DSL,No,Credit Card,3,1
CUST1492,53.0,45,45.81,Month-to-Month,DSL,No,Mailed Check,0,1
CUST1493,65.0,4,85.67,Month-to-Month,DSL,No,Bank Transfer,2,0
CUST1494,68.0,36,52.52,One Year,No,No,Electronic Check,2,0
CUST1495,50.0,70,97.35,Month-to-Month,DSL,No,Bank Transfer,2,0
CUST1496,72.0,31,33.09,One Year,Fiber Optic,Yes,Mailed Check,0,0
CUST1497,48.0,19,116.98,One Year,DSL,Yes,Mailed Check,2,1
CUST1498,23.0,61,65.38,One Year,Fiber Optic,Yes,Credit Card,2,1
CUST1499,27.0,54,43.61,Month-to-Month,DSL,Yes,Credit Card,0,0
CUST1500,33.0,39,27.35,Month-to-Month,No,No,Credit Card,0,1
CUST1501,21.0,19,36.98,Month-to-Month,No,No,Bank Transfer,1,1
CUST1502,71.0,39,71.98,Month-to-Month,DSL,Yes,Credit Card,1,1
CUST1503,39.0,67,53.7,Two Year,No,No,Mailed Check,1,0
CUST1504,46.0,45,102.89,Month-to-Month,No,No,Credit Card,1,1
CUST1505,33.0,13,63.09,Month-to-Month,No,Yes,Electronic Check,2,1
CUST1506,69.0,58,44.87,Month-to-Month,No,Yes,Credit Card,3,0
CUST1507,46.0,20,81.71,One Year,DSL,Yes,Bank Transfer,1,1
CUST1508,23.0,61,90.68,One Year,Fiber Optic,Yes,Electronic Check,3,0
CUST1509,43.0,39,36.7,Month-to-Month,DSL,Yes,Electronic Check,2,1
CUST1510,28.0,1,36.76,Month-to-Month,DSL,No,Electronic Check,3,0
CUST1511,41.0,3,23.67,Month-to-Month,No,Yes,Bank Transfer,2,1
CUST1512,46.0,62,93.64,Month-to-Month,DSL,Yes,Mailed Check,4,0
CUST1513,20.0,63,86.38,One Year,Fiber Optic,No,Credit Card,2,1
CUST1514,69.0,25,67.46,One Year,No,No,Electronic Check,1,1
CUST1515,27.0,56,104.42,Month-to-Month,No,No,Electronic Check,1,0
CUST1516,18.0,33,100.57,Month-to-Month,No,No,Electronic Check,0,1
CUST1517,69.0,38,78.54,Two Year,DSL,Yes,Mailed Check,1,0
CUST1518,60.0,6,106.83,Month-to-Month,DSL,No,Mailed Check,1,0
CUST1519,43.0,58,40.58,One Year,Fiber Optic,Yes,Bank Transfer,3,0
CUST1520,46.0,44,31.19,Month-to-Month,DSL,Yes,Mailed Check,1,0
CUST1521,31.0,45,46.97,Month-to-Month,DSL,No,Credit Card,0,1
CUST1522,42.0,32,25.71,Month-to-Month,Fiber Optic,No,Bank Transfer,2,0
CUST1523,25.0,45,73.12,Month-to-Month,Fiber Optic,No,Bank Transfer,0,0
CUST1524,60.0,61,113.66,Two Year,Fiber Optic,No,Credit Card,0,0
CUST1525,21.0,47,23.93,Month-to-Month,DSL,No,Credit Card,2,0
CUST1526,45.0,21,32.21,Month-to-Month,Fiber Optic,Yes,Credit Card,2,0
CUST1527,24.0,36,65.22,Month-to-Month,DSL,Yes,Bank Transfer,1,1
CUST1528,27.0,19,113.39,Month-to-Month,DSL,Yes,Bank Transfer,1,1
CUST1529,68.0,20,51.62,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,1
CUST1530,74.0,57,70.72,Month-to-Month,Fiber Optic,No,Credit Card,1,0
CUST1531,53.0,18,24.16,One Year,Fiber Optic,No,Credit Card,1,0
CUST1532,19.0,47,34.83,Month-to-Month,DSL,No,Electronic Check,1,0
CUST1533,43.0,49,118.66,Month-to-Month,No,Yes,Mailed Check,4,1
CUST1534,70.0,14,116.51,Two Year,Fiber Optic,No,Electronic Check,2,0
CUST1535,67.0,15,20.49,Month-to-Month,Fiber Optic,Yes,Credit Card,2,0
CUST1536,31.0,31,115.18,Two Year,Fiber Optic,Yes,Bank Transfer,1,0
CUST1537,33.0,1,83.91,Month-to-Month,No,Yes,Credit Card,5,1
CUST1538,71.0,54,106.79,Two Year,Fiber Optic,No,Mailed Check,1,0
CUST1539,60.0,3,65.47,One Year,Fiber Optic,No,Electronic Check,3,1
CUST1540,59.0,16,71.56,Two Year,No,No,Electronic Check,1,0
CUST1541,34.0,57,68.88,Two Year,Fiber Optic,No,Bank Transfer,2,0
CUST1542,63.0,12,86.69,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1543,39.0,16,33.97,Two Year,Fiber Optic,Yes,Electronic Check,0,0
CUST1544,21.0,24,23.0,Month-to-Month,Fiber Optic,Yes,Credit Card,1,1
CUST1545,36.0,28,50.79,Month-to-Month,DSL,Yes,Electronic Check,3,1
CUST1546,19.0,8,90.47,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1547,56.0,36,40.19,Month-to-Month,No,No,Electronic Check,2,0
CUST1548,26.0,8,87.34,Month-to-Month,No,Yes,Bank Transfer,2,1
CUST1549,36.0,58,116.99,One Year,DSL,No,Bank Transfer,0,0
CUST1550,33.0,60,29.39,Month-to-Month,Fiber Optic,No,Credit Card,4,1
CUST1551,71.0,50,87.26,One Year,DSL,Yes,Electronic Check,0,0
CUST1552,42.0,28,64.38,Two Year,No,Yes,Bank Transfer,2,0
CUST1553,65.0,41,106.81,Month-to-Month,No,No,Bank Transfer,1,1
CUST1554,35.0,64,37.71,Month-to-Month,Fiber Optic,No,Credit Card,0,0
CUST1555,46.0,27,89.26,Month-to-Month,No,Yes,Mailed Check,0,1
CUST1556,70.0,63,103.81,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1557,38.0,17,114.46,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,0
CUST1558,28.0,33,88.32,Month-to-Month,DSL,No,Credit Card,0,1
CUST1559,56.0,29,69.72,Month-to-Month,Fiber Optic,No,Credit Card,0,1
CUST1560,58.0,13,81.78,Two Year,Fiber Optic,No,Credit Card,2,1
CUST1561,21.0,46,106.89,One Year,Fiber Optic,No,Bank Transfer,2,1
CUST1562,42.0,35,77.06,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1563,49.0,6,23.04,One Year,No,No,Mailed Check,2,0
CUST1564,47.0,69,113.09,Month-to-Month,DSL,Yes,Electronic Check,1,0
CUST1565,62.0,47,88.95,Month-to-Month,Fiber Optic,No,Credit Card,3,1
CUST1566,43.0,25,87.65,One Year,Fiber Optic,Yes,Credit Card,1,1
CUST1567,74.0,66,41.57,Month-to-Month,Fiber Optic,No,Mailed Check,1,1
CUST1568,53.0,10,85.89,Month-to-Month,Fiber Optic,No,Electronic Check,6,1
CUST1569,68.0,56,59.39,Two Year,DSL,No,Credit Card,1,0
CUST1570,51.0,30,85.12,Two Year,DSL,No,Credit Card,1,0
CUST1571,26.0,5,30.66,One Year,Fiber Optic,No,Electronic Check,2,0
CUST1572,29.0,33,85.78,One Year,Fiber Optic,Yes,Credit Card,0,0
CUST1573,19.0,65,119.94,One Year,DSL,No,Electronic Check,1,0
CUST1574,55.0,18,24.82,Month-to-Month,Fiber Optic,Yes,Credit Card,0,1
CUST1575,46.0,49,117.72,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,1
CUST1576,22.0,11,60.69,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,1
CUST1577,69.0,26,71.375,Month-to-Month,No,No,Credit Card,3,0
CUST1578,39.0,63,98.24,Month-to-Month,DSL,No,Mailed Check,2,0
CUST1579,22.0,59,76.7,Month-to-Month,DSL,No,Credit Card,0,0
CUST1580,21.0,27,93.84,Two Year,Fiber Optic,No,Credit Card,2,0
CUST1581,26.0,49,107.85,Two Year,Fiber Optic,Yes,Bank Transfer,1,1
CUST1582,46.0,33,60.41,One Year,Fiber Optic,Yes,Electronic Check,3,1
CUST1583,39.0,1,52.7,Month-to-Month,No,No,Mailed Check,2,0
CUST1584,44.0,21,86.76,Two Year,No,No,Mailed Check,1,0
CUST1585,27.0,55,100.78,Month-to-Month,No,No,Mailed Check,0,1
CUST1586,33.0,6,96.23,One Year,Fiber Optic,Yes,Electronic Check,3,0
CUST1587,59.0,69,99.78,Month-to-Month,Fiber Optic,No,Bank Transfer,3,1
CUST1588,59.0,5,63.56,One Year,Fiber Optic,No,Mailed Check,2,0
CUST1589,68.0,3,101.78,Month-to-Month,DSL,Yes,Electronic Check,2,1
CUST1590,27.0,53,32.02,Two Year,Fiber Optic,No,Credit Card,0,0
CUST1591,23.0,23,74.45,Two Year,DSL,No,Mailed Check,0,1
CUST1592,66.0,53,20.58,Month-to-Month,No,No,Mailed Check,1,1
CUST1593,22.0,37,52.46,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,0
CUST1594,23.0,17,56.65,Two Year,Fiber Optic,No,Mailed Check,1,1
CUST1595,73.0,1,59.62,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,1
CUST1596,64.0,51,89.55,Two Year,DSL,Yes,Credit Card,2,0
CUST1597,42.0,45,58.86,One Year,DSL,No,Electronic Check,1,1
CUST1598,68.0,4,64.87,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1599,67.0,62,43.75,Month-to-Month,DSL,Yes,Bank Transfer,0,0
CUST1600,21.0,65,57.33,Month-to-Month,Fiber Optic,No,Credit Card,2,1
CUST1601,57.0,32,42.73,One Year,No,No,Electronic Check,1,1
CUST1602,65.0,34,27.32,Month-to-Month,No,No,Credit Card,1,0
CUST1603,49.0,39,80.34,Month-to-Month,Fiber Optic,No,Electronic Check,3,0
CUST1604,73.0,26,86.82,Month-to-Month,DSL,No,Credit Card,1,1
CUST1605,68.0,34,81.95,One Year,No,No,Bank Transfer,2,1
CUST1606,69.0,54,66.35,Two Year,No,No,Mailed Check,0,0
CUST1607,52.0,3,57.98,Two Year,DSL,No,Bank Transfer,1,0
CUST1608,27.0,50,106.33,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1609,51.0,12,71.91,Two Year,DSL,No,Bank Transfer,1,0
CUST1610,53.0,65,67.92,One Year,No,No,Mailed Check,2,1
CUST1611,23.0,54,22.56,One Year,No,Yes,Bank Transfer,1,0
CUST1612,60.0,5,54.12,Two Year,DSL,Yes,Electronic Check,2,1
CUST1613,46.0,57,58.02,Month-to-Month,No,No,Electronic Check,2,0
CUST1614,33.0,17,59.88,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,0
CUST1615,70.0,47,78.02,Two Year,No,No,Mailed Check,1,0
CUST1616,36.0,23,73.36,Month-to-Month,Fiber Optic,No,Bank Transfer,1,1
CUST1617,51.0,14,80.79,Two Year,No,No,Mailed Check,0,1
CUST1618,42.0,66,96.49,Two Year,DSL,No,Credit Card,1,0
CUST1619,48.0,51,101.3,Month-to-Month,DSL,Yes,Mailed Check,0,0
CUST1620,66.0,38,91.81,Two Year,DSL,No,Credit Card,1,0
CUST1621,58.0,64,115.55,Month-to-Month,No,Yes,Bank Transfer,2,0
CUST1622,46.0,38,21.82,Month-to-Month,No,No,Mailed Check,1,1
CUST1623,64.0,50,39.58,One Year,No,No,Credit Card,0,0
CUST1624,47.0,30,20.76,Two Year,No,No,Credit Card,1,0
CUST1625,56.0,51,84.75,Month-to-Month,DSL,No,Credit Card,2,0
CUST1626,71.0,63,109.8,Month-to-Month,Fiber Optic,No,Electronic Check,2,0
CUST1627,72.0,52,44.35,One Year,DSL,Yes,Bank Transfer,0,0
CUST1628,48.0,38,112.7,One Year,DSL,Yes,Credit Card,2,1
CUST1629,36.0,30,26.03,One Year,DSL,No,Mailed Check,2,0
CUST1630,52.0,51,113.44,Month-to-Month,Fiber Optic,No,Credit Card,1,0
CUST1631,46.0,5,55.16,Month-to-Month,DSL,No,Electronic Check,0,0
CUST1632,18.0,29,30.14,Month-to-Month,DSL,No,Bank Transfer,1,0
CUST1633,21.0,4,68.59,Two Year,DSL,No,Electronic Check,2,0
CUST1634,45.0,10,45.68,Month-to-Month,DSL,No,Electronic Check,2,1
CUST1635,35.0,56,48.49,Month-to-Month,No,No,Electronic Check,3,1
CUST1636,43.0,17,50.73,Two Year,Fiber Optic,No,Mailed Check,2,0
CUST1637,57.0,17,100.3,Month-to-Month,No,No,Bank Transfer,1,1
CUST1638,36.0,69,73.92,Two Year,Fiber Optic,Yes,Bank Transfer,0,0
CUST1639,72.0,34,51.13,One Year,DSL,Yes,Mailed Check,2,0
CUST1640,72.0,6,81.03,Two Year,Fiber Optic,Yes,Bank Transfer,0,1
CUST1641,74.0,53,91.62,Month-to-Month,DSL,Yes,Electronic Check,2,0
CUST1642,23.0,66,47.26,Month-to-Month,DSL,Yes,Bank Transfer,4,1
CUST1643,18.0,43,61.35,One Year,DSL,No,Mailed Check,2,0
CUST1644,25.0,23,32.19,Two Year,DSL,No,Electronic Check,0,1
CUST1645,50.0,55,38.11,One Year,DSL,No,Mailed Check,2,1
CUST1646,68.0,16,88.11,Month-to-Month,Fiber Optic,No,Credit Card,1,1
CUST1647,60.0,8,38.14,One Year,Fiber Optic,Yes,Electronic Check,1,0
CUST1648,38.0,4,72.52,One Year,DSL,Yes,Electronic Check,2,1
CUST1649,41.0,4,90.9,One Year,DSL,Yes,Bank Transfer,3,1
CUST1650,42.0,56,30.69,One Year,No,No,Electronic Check,0,0
CUST1651,64.0,25,76.73,Two Year,DSL,Yes,Mailed Check,4,0
CUST1652,72.0,67,45.66,One Year,DSL,Yes,Bank Transfer,1,0
CUST1653,74.0,67,116.29,Month-to-Month,No,No,Credit Card,0,0
CUST1654,60.0,27,68.35,Month-to-Month,DSL,No,Mailed Check,0,0
CUST1655,46.0,32,100.6,Month-to-Month,DSL,Yes,Credit Card,2,0
CUST1656,46.0,50,75.02,Month-to-Month,Fiber Optic,No,Credit Card,0,0
CUST1657,70.0,61,24.34,Month-to-Month,DSL,No,Credit Card,4,0
CUST1658,27.0,51,83.32,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1659,73.0,19,115.14,Month-to-Month,No,No,Mailed Check,0,1
CUST1660,29.0,21,80.16,Month-to-Month,DSL,Yes,Mailed Check,3,1
CUST1661,50.0,5,101.92,Two Year,Fiber Optic,Yes,Electronic Check,1,1
CUST1662,73.0,42,108.42,Two Year,Fiber Optic,No,Bank Transfer,1,0
CUST1663,24.0,61,42.81,Month-to-Month,DSL,No,Credit Card,1,0
CUST1664,34.0,22,41.2,Two Year,Fiber Optic,No,Mailed Check,1,1
CUST1665,27.0,21,81.1,Month-to-Month,DSL,No,Electronic Check,2,0
CUST1666,48.0,70,61.1,Month-to-Month,Fiber Optic,No,Credit Card,0,1
CUST1667,23.0,1,103.99,Month-to-Month,DSL,No,Bank Transfer,2,1
CUST1668,34.0,5,110.0,Month-to-Month,Fiber Optic,No,Bank Transfer,4,1
