CustomerID,Age,Tenure_Months,Contract,InternetService,TechSupport,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1322,23,40,Month-to-Month,Fiber Optic,Yes,Bank Transfer,90.76,3717.3,0
CUST1323,54,57,Month-to-Month,No Internet,No,Credit Card,98.03,5592.07,0
CUST1324,53,5,Month-to-Month,Fiber Optic,Yes,Credit Card,36.55,161.25,1
CUST1325,54,1,Two Year,Fiber Optic,Yes,Mailed Check,21.99,116.48,1
CUST1326,53,53,Month-to-Month,Fiber Optic,Yes,Credit Card,76.0,4040.0,1
CUST1327,19,21,Month-to-Month,Fiber Optic,No,Credit Card,109.21,2331.34,1
CUST1328,58,32,One Year,Fiber Optic,Yes,Credit Card,45.04,1425.99,1
CUST1329,19,50,Two Year,No Internet,Yes,Credit Card,38.67,1968.61,0
CUST1330,61,23,Month-to-Month,DSL,No,Bank Transfer,108.16,2557.96,1
CUST1331,56,31,Month-to-Month,No Internet,No,Bank Transfer,54.01,1623.23,1
CUST1332,66,65,Month-to-Month,Fiber Optic,No,Bank Transfer,55.3,3629.5,0
CUST1333,64,35,Two Year,No Internet,No,Electronic Check,80.89,2802.2,0
CUST1334,62,21,Two Year,Fiber Optic,No,Bank Transfer,46.82,907.14,0
CUST1335,43,18,Month-to-Month,Fiber Optic,No,Mailed Check,113.82,2030.69,1
CUST1336,64,11,Month-to-Month,Fiber Optic,No,Electronic Check,39.02,525.85,1
CUST1337,41,1,One Year,Fiber Optic,No,Credit Card,22.16,0.0,1
CUST1338,23,1,Month-to-Month,DSL,Yes,Mailed Check,64.85,32.11,1
CUST1339,54,36,Month-to-Month,Fiber Optic,No,Credit Card,78.76,2888.75,1
CUST1340,59,29,Month-to-Month,Fiber Optic,No,Mailed Check,47.86,1455.84,1
CUST1341,38,42,One Year,Fiber Optic,No,Electronic Check,95.89,4057.07,0
CUST1342,64,36,Month-to-Month,No Internet,Yes,Electronic Check,26.44,925.66,1
CUST1343,36,46,Two Year,No Internet,Yes,Bank Transfer,52.25,2419.75,0
CUST1344,52,61,Month-to-Month,No Internet,No,Electronic Check,64.88,3864.97,0
CUST1345,53,12,One Year,Fiber Optic,No,Electronic Check,114.87,1354.85,1
CUST1346,33,12,Month-to-Month,DSL,Yes,Mailed Check,33.42,446.11,1
CUST1347,44,23,Month-to-Month,Fiber Optic,No,Bank Transfer,34.58,775.37,1
CUST1348,48,29,Month-to-Month,Fiber Optic,No,Bank Transfer,40.34,1153.33,0
CUST1349,39,37,One Year,Fiber Optic,Yes,Credit Card,95.37,3538.94,0
CUST1350,32,67,Two Year,Fiber Optic,Yes,Bank Transfer,49.58,3288.35,0
CUST1351,52,55,Month-to-Month,No Internet,No,Mailed Check,51.86,2825.27,1
CUST1352,19,43,One Year,Fiber Optic,Yes,Bank Transfer,76.41,3289.53,1
CUST1353,21,9,Month-to-Month,DSL,No,Mailed Check,61.63,539.16,0
CUST1354,72,39,Month-to-Month,DSL,No,Electronic Check,81.62,3052.06,0
CUST1355,38,18,Month-to-Month,DSL,No,Electronic Check,70.06,1221.84,1
CUST1356,58,17,Month-to-Month,No Internet,No,Credit Card,90.75,1578.08,1
CUST1357,18,57,One Year,No Internet,Yes,Mailed Check,118.66,6632.84,0
CUST1358,67,5,One Year,No Internet,No,Credit Card,54.55,285.63,1
CUST1359,30,47,One Year,Fiber Optic,No,Mailed Check,41.43,1881.97,1
CUST1360,64,68,Month-to-Month,Fiber Optic,No,Electronic Check,34.64,2358.39,0
CUST1361,38,47,Two Year,DSL,No,Credit Card,59.5,2796.11,0
CUST1362,30,29,Month-to-Month,Fiber Optic,Yes,Electronic Check,111.47,3162.5,1
CUST1363,57,45,One Year,Fiber Optic,Yes,Mailed Check,40.51,1832.47,0
CUST1364,35,37,Month-to-Month,DSL,Yes,Electronic Check,55.6,2039.61,1
CUST1365,71,32,Month-to-Month,Fiber Optic,Yes,Bank Transfer,106.83,3387.51,1
CUST1366,64,49,Two Year,Fiber Optic,No,Bank Transfer,107.5,5320.01,0
CUST1367,58,41,One Year,Fiber Optic,No,Bank Transfer,81.48,3318.75,1
CUST1368,43,22,Month-to-Month,No Internet,No,Credit Card,95.53,2023.05,1
CUST1369,59,60,Month-to-Month,DSL,No,Credit Card,106.8,6395.8,1
CUST1370,71,65,Two Year,Fiber Optic,No,Credit Card,28.66,1903.1,0
CUST1371,25,29,Month-to-Month,Fiber Optic,Yes,Electronic Check,60.53,1868.29,0
CUST1372,73,8,One Year,No Internet,Yes,Electronic Check,111.01,904.91,0
CUST1373,24,44,One Year,Fiber Optic,No,Electronic Check,70.22,3149.21,0
CUST1374,36,6,Month-to-Month,Fiber Optic,Yes,Mailed Check,39.69,233.14,1
CUST1375,30,66,Month-to-Month,Fiber Optic,Yes,Mailed Check,67.13,4402.04,0
CUST1376,55,53,Two Year,No Internet,Yes,Bank Transfer,99.89,5140.91,0
CUST1377,61,22,Month-to-Month,Fiber Optic,No,Mailed Check,116.03,2520.6,1
CUST1378,49,38,Month-to-Month,Fiber Optic,Yes,Credit Card,103.48,3930.34,0
CUST1379,41,26,Month-to-Month,DSL,Yes,Bank Transfer,73.36,1883.79,1
CUST1380,49,69,Two Year,Fiber Optic,No,Mailed Check,87.85,6051.88,0
CUST1381,71,30,Month-to-Month,Fiber Optic,No,Bank Transfer,32.51,925.24,1
CUST1382,44,23,Month-to-Month,No Internet,No,Credit Card,116.46,2685.63,1
CUST1383,73,33,Month-to-Month,DSL,No,Electronic Check,83.51,2649.94,1
CUST1384,53,64,Two Year,No Internet,No,Mailed Check,21.66,1403.25,0
CUST1385,44,11,Two Year,No Internet,Yes,Electronic Check,106.53,1184.87,0
CUST1386,62,36,Two Year,DSL,No,Bank Transfer,32.89,1126.7,0
CUST1387,54,34,Month-to-Month,DSL,No,Bank Transfer,69.22,2314.18,0
CUST1388,35,39,Month-to-Month,Fiber Optic,No,Electronic Check,44.03,1717.53,0
CUST1389,51,69,One Year,DSL,No,Bank Transfer,52.04,3673.44,0
CUST1390,53,24,Month-to-Month,DSL,Yes,Electronic Check,87.23,2073.38,1
CUST1391,31,1,Two Year,DSL,No,Bank Transfer,21.16,0.0,1
CUST1392,52,7,One Year,Fiber Optic,Yes,Mailed Check,72.22,425.52,0
CUST1393,24,18,Two Year,Fiber Optic,No,Credit Card,41.23,701.28,0
CUST1394,51,3,One Year,Fiber Optic,No,Bank Transfer,107.39,313.94,1
CUST1395,36,15,Month-to-Month,Fiber Optic,Yes,Credit Card,52.5,821.79,1
CUST1396,38,47,One Year,Fiber Optic,No,Electronic Check,54.45,2567.04,1
CUST1397,54,67,Month-to-Month,No Internet,Yes,Electronic Check,61.06,4055.46,0
CUST1398,63,32,Month-to-Month,Fiber Optic,No,Electronic Check,98.82,3121.9,1
CUST1399,54,9,Month-to-Month,Fiber Optic,No,Electronic Check,70.83,550.49,1
CUST1400,46,42,Month-to-Month,Fiber Optic,No,Mailed Check,92.1,3864.59,0
CUST1401,37,27,Month-to-Month,DSL,No,Bank Transfer,95.25,2574.96,1
CUST1402,18,19,Month-to-Month,DSL,No,Bank Transfer,53.48,973.34,1
CUST1403,29,24,Month-to-Month,Fiber Optic,Yes,Electronic Check,41.39,971.27,1
CUST1404,73,56,Month-to-Month,DSL,No,Mailed Check,68.52,3798.81,1
CUST1405,57,29,Month-to-Month,DSL,Yes,Electronic Check,77.77,2257.97,1
CUST1406,41,46,Month-to-Month,DSL,Yes,Credit Card,22.31,1017.69,0
CUST1407,56,65,One Year,Fiber Optic,No,Electronic Check,27.19,1762.52,0
CUST1408,32,2,Month-to-Month,DSL,Yes,Credit Card,87.71,221.77,1
CUST1409,60,25,Month-to-Month,Fiber Optic,Yes,Electronic Check,117.01,2934.18,1
CUST1410,35,59,Month-to-Month,DSL,No,Credit Card,113.97,6645.76,1
CUST1411,56,37,One Year,DSL,No,Mailed Check,46.34,1743.75,1
CUST1412,63,43,Two Year,Fiber Optic,No,Mailed Check,105.13,4422.44,0
CUST1413,69,48,Month-to-Month,DSL,No,Electronic Check,81.78,3965.73,1
CUST1414,72,44,One Year,DSL,No,Electronic Check,86.61,3810.64,1
CUST1415,71,2,Month-to-Month,No Internet,No,Bank Transfer,103.98,185.9,1
CUST1416,54,47,Month-to-Month,Fiber Optic,Yes,Mailed Check,58.62,2772.81,0
CUST1417,63,52,Two Year,No Internet,No,Bank Transfer,104.19,5399.19,0
CUST1418,54,28,Month-to-Month,Fiber Optic,No,Electronic Check,101.82,2822.31,1
CUST1419,74,36,Two Year,DSL,No,Electronic Check,32.53,1133.38,0
CUST1420,68,23,Month-to-Month,No Internet,No,Bank Transfer,78.02,1731.41,1
CUST1421,35,62,One Year,Fiber Optic,Yes,Electronic Check,63.6,3866.94,0
CUST1422,29,56,One Year,Fiber Optic,No,Credit Card,105.75,5864.78,0
CUST1423,73,26,Two Year,DSL,No,Credit Card,46.59,1173.7,0
CUST1424,56,31,One Year,Fiber Optic,No,Electronic Check,36.46,1155.64,1
CUST1425,19,58,Month-to-Month,DSL,No,Mailed Check,51.78,2955.57,1
CUST1426,38,47,Month-to-Month,No Internet,Yes,Credit Card,116.72,5499.57,1
CUST1427,20,60,One Year,Fiber Optic,No,Electronic Check,33.97,1994.75,0
CUST1428,60,28,Month-to-Month,Fiber Optic,Yes,Mailed Check,98.75,2862.01,0
CUST1429,65,3,One Year,Fiber Optic,No,Mailed Check,39.22,71.84,1
CUST1430,40,51,One Year,DSL,No,Electronic Check,41.29,2117.12,0
CUST1431,28,19,Month-to-Month,Fiber Optic,No,Bank Transfer,106.54,2008.7,1
CUST1432,28,18,Month-to-Month,DSL,No,Bank Transfer,79.83,1452.9,1
CUST1433,57,53,Two Year,No Internet,No,Bank Transfer,38.81,2030.0,1
CUST1434,34,5,Month-to-Month,DSL,Yes,Electronic Check,41.91,224.36,1
CUST1435,25,59,Two Year,Fiber Optic,Yes,Mailed Check,75.66,4528.55,0
CUST1436,63,4,One Year,DSL,Yes,Mailed Check,47.81,151.76,0
CUST1437,72,31,One Year,DSL,Yes,Credit Card,64.13,1932.23,1
CUST1438,20,70,One Year,DSL,Yes,Credit Card,103.84,7269.78,0
CUST1439,67,63,One Year,DSL,No,Bank Transfer,68.36,4289.02,0
CUST1440,66,1,Month-to-Month,Fiber Optic,Yes,Credit Card,30.78,8.92,1
CUST1441,44,61,Month-to-Month,DSL,Yes,Electronic Check,73.21,4463.68,1
CUST1442,26,45,Two Year,DSL,No,Credit Card,116.61,5233.53,0
CUST1443,65,14,Month-to-Month,Fiber Optic,Yes,Bank Transfer,100.57,1472.21,1
CUST1444,64,56,Month-to-Month,No Internet,No,Electronic Check,100.95,5626.7,0
CUST1445,21,55,Two Year,DSL,Yes,Mailed Check,77.08,4301.63,0
CUST1446,66,66,Two Year,DSL,Yes,Electronic Check,110.9,7328.17,0
CUST1447,52,7,Month-to-Month,DSL,No,Bank Transfer,90.24,667.1,1
CUST1448,57,49,One Year,No Internet,Yes,Credit Card,29.73,1483.69,0
CUST1449,43,4,One Year,DSL,Yes,Mailed Check,86.65,360.9,1
CUST1450,67,39,Month-to-Month,Fiber Optic,Yes,Credit Card,68.34,2658.73,0
CUST1451,57,56,Month-to-Month,No Internet,Yes,Mailed Check,41.34,2357.42,1
CUST1452,62,5,Month-to-Month,Fiber Optic,No,Mailed Check,20.16,93.7,1
CUST1453,19,31,Two Year,Fiber Optic,No,Mailed Check,36.16,1087.56,1
CUST1454,22,27,Two Year,Fiber Optic,No,Mailed Check,97.71,2606.24,0
CUST1455,21,47,Two Year,Fiber Optic,No,Bank Transfer,43.34,2036.34,0
CUST1456,60,56,Two Year,DSL,No,Credit Card,65.45,3655.32,0
CUST1457,64,42,One Year,DSL,No,Credit Card,87.54,3687.06,1
CUST1458,25,55,One Year,Fiber Optic,Yes,Electronic Check,110.03,6121.76,0
CUST1459,18,27,Month-to-Month,DSL,Yes,Electronic Check,63.61,1768.32,1
CUST1460,38,64,One Year,No Internet,Yes,Mailed Check,89.72,5807.01,0
CUST1461,27,67,One Year,DSL,Yes,Credit Card,93.72,6267.24,0
CUST1462,49,22,One Year,No Internet,Yes,Bank Transfer,28.11,544.86,0
CUST1463,27,38,Month-to-Month,Fiber Optic,Yes,Electronic Check,65.89,2542.18,0
CUST1464,56,45,One Year,No Internet,Yes,Credit Card,27.92,1264.06,0
CUST1465,25,50,Month-to-Month,Fiber Optic,No,Credit Card,98.34,4960.67,0
CUST1466,40,46,One Year,Fiber Optic,Yes,Mailed Check,53.54,2455.12,0
CUST1467,59,56,One Year,Fiber Optic,No,Electronic Check,110.14,6124.63,0
CUST1468,74,18,Month-to-Month,DSL,Yes,Credit Card,115.38,2033.9,1
CUST1469,64,63,Two Year,Fiber Optic,No,Mailed Check,111.97,7003.06,0
CUST1470,27,48,One Year,No Internet,No,Bank Transfer,106.31,5158.03,1
CUST1471,59,70,Two Year,No Internet,Yes,Electronic Check,105.59,7383.52,0
CUST1472,59,23,Month-to-Month,DSL,Yes,Electronic Check,27.04,575.19,1
CUST1473,35,41,Month-to-Month,No Internet,No,Mailed Check,56.23,2246.1,1
CUST1474,41,52,Month-to-Month,Fiber Optic,Yes,Credit Card,118.87,6210.9,1
CUST1475,68,66,Month-to-Month,DSL,No,Mailed Check,109.91,7282.13,1
CUST1476,70,46,Month-to-Month,DSL,No,Bank Transfer,112.99,5163.07,1
CUST1477,36,54,Two Year,Fiber Optic,Yes,Mailed Check,79.02,4260.28,0
CUST1478,64,33,Two Year,DSL,No,Credit Card,70.69,2342.23,0
CUST1479,62,53,Two Year,DSL,No,Electronic Check,27.08,1456.0,0
CUST1480,56,5,Two Year,DSL,No,Credit Card,90.73,418.06,1
CUST1481,67,30,One Year,DSL,Yes,Credit Card,74.91,2265.54,0
CUST1482,56,1,One Year,DSL,Yes,Electronic Check,115.92,105.7,1
CUST1483,52,3,Month-to-Month,Fiber Optic,Yes,Mailed Check,32.95,47.62,1
CUST1484,51,48,One Year,No Internet,Yes,Credit Card,59.01,2778.11,0
CUST1485,42,23,Month-to-Month,Fiber Optic,Yes,Mailed Check,63.62,1445.18,1
CUST1486,56,54,Month-to-Month,DSL,Yes,Mailed Check,59.41,3184.51,0
CUST1487,50,44,Two Year,Fiber Optic,No,Mailed Check,26.57,1054.63,0
CUST1488,52,53,One Year,DSL,No,Electronic Check,91.36,4822.92,1
CUST1489,39,11,One Year,Fiber Optic,No,Mailed Check,81.03,889.99,1
CUST1490,60,9,One Year,No Internet,Yes,Electronic Check,82.46,777.05,1
CUST1491,18,40,One Year,No Internet,Yes,Electronic Check,28.83,1142.05,0
CUST1492,40,57,Month-to-Month,No Internet,No,Bank Transfer,45.29,2574.83,1
CUST1493,69,68,One Year,Fiber Optic,No,Mailed Check,47.53,3251.54,0
CUST1494,74,17,One Year,Fiber Optic,No,Bank Transfer,27.77,438.52,0
CUST1495,20,71,Two Year,No Internet,No,Credit Card,90.07,6329.58,0
CUST1496,47,8,Month-to-Month,Fiber Optic,Yes,Electronic Check,44.38,383.77,1
CUST1497,22,17,One Year,DSL,Yes,Mailed Check,74.3,1242.55,0
CUST1498,31,3,Month-to-Month,DSL,No,Credit Card,92.7,284.75,1
CUST1499,31,5,Month-to-Month,Fiber Optic,Yes,Credit Card,39.04,184.6,1
CUST1500,74,67,Month-to-Month,Fiber Optic,No,Bank Transfer,108.69,7322.52,1
CUST1501,36,30,Month-to-Month,Fiber Optic,No,Electronic Check,75.15,2254.58,1
CUST1502,73,64,Month-to-Month,No Internet,No,Credit Card,48.97,3118.11,0
CUST1503,20,25,One Year,Fiber Optic,No,Mailed Check,87.46,2265.84,1
CUST1504,64,65,Month-to-Month,Fiber Optic,Yes,Mailed Check,108.38,7025.8,1
CUST1505,22,5,Month-to-Month,Fiber Optic,Yes,Mailed Check,28.16,224.59,1
CUST1506,23,22,Two Year,DSL,No,Bank Transfer,108.78,2387.23,0
CUST1507,30,28,One Year,No Internet,Yes,Electronic Check,30.21,793.07,0
CUST1508,54,45,One Year,Fiber Optic,No,Electronic Check,88.28,3924.71,1
CUST1509,37,28,Month-to-Month,Fiber Optic,No,Mailed Check,78.24,2209.21,1
CUST1510,69,65,One Year,DSL,Yes,Credit Card,112.56,7231.25,0
CUST1511,43,26,One Year,DSL,Yes,Bank Transfer,74.81,1920.86,1
CUST1512,74,68,Month-to-Month,Fiber Optic,No,Credit Card,108.65,7363.68,1
CUST1513,30,6,Month-to-Month,DSL,No,Credit Card,72.08,337.87,1
CUST1514,49,1,Month-to-Month,DSL,No,Mailed Check,97.13,160.54,1
CUST1515,68,46,Month-to-Month,Fiber Optic,No,Bank Transfer,95.0,4413.11,1
CUST1516,67,18,Month-to-Month,DSL,No,Credit Card,119.52,2160.63,1
CUST1517,47,40,One Year,DSL,No,Electronic Check,38.57,1605.94,0
CUST1518,41,24,Two Year,Fiber Optic,No,Bank Transfer,46.37,1145.24,0
CUST1519,73,67,Month-to-Month,Fiber Optic,No,Mailed Check,65.63,4424.93,0
CUST1520,71,53,Two Year,Fiber Optic,No,Electronic Check,95.73,5117.95,0
CUST1521,71,25,Month-to-Month,Fiber Optic,No,Mailed Check,25.91,656.77,0
CUST1522,29,3,Month-to-Month,Fiber Optic,Yes,Mailed Check,52.74,173.01,1
CUST1523,44,51,One Year,Fiber Optic,No,Mailed Check,105.43,5409.98,0
CUST1524,70,61,Two Year,No Internet,Yes,Bank Transfer,69.76,4227.99,0
CUST1525,42,36,Month-to-Month,Fiber Optic,No,Electronic Check,60.73,2246.0,1
CUST1526,47,26,One Year,DSL,No,Electronic Check,119.44,2984.16,1
CUST1527,35,42,Month-to-Month,Fiber Optic,No,Credit Card,114.2,4837.41,1
CUST1528,47,59,One Year,DSL,No,Mailed Check,70.73,4259.19,0
CUST1529,42,52,Month-to-Month,DSL,No,Bank Transfer,24.85,1281.03,1
CUST1530,50,6,One Year,DSL,No,Electronic Check,52.88,284.19,1
CUST1531,47,55,Month-to-Month,DSL,Yes,Credit Card,113.31,6175.16,0
CUST1532,31,36,Month-to-Month,No Internet,No,Electronic Check,48.54,1753.72,0
CUST1533,73,41,Month-to-Month,Fiber Optic,No,Bank Transfer,102.46,4168.05,1
CUST1534,42,5,Month-to-Month,No Internet,No,Electronic Check,58.02,286.44,1
CUST1535,40,28,Month-to-Month,No Internet,Yes,Electronic Check,85.28,2432.27,1
CUST1536,22,9,Month-to-Month,Fiber Optic,No,Electronic Check,54.03,465.51,1
CUST1537,53,66,Month-to-Month,Fiber Optic,No,Mailed Check,29.14,1989.3,0
CUST1538,27,21,Month-to-Month,Fiber Optic,No,Electronic Check,33.53,710.84,0
CUST1539,41,3,Two Year,DSL,No,Credit Card,87.91,282.73,0
CUST1540,29,47,One Year,Fiber Optic,No,Electronic Check,63.02,2977.43,1
CUST1541,45,9,Two Year,Fiber Optic,No,Credit Card,55.99,646.15,1
CUST1542,62,22,Month-to-Month,DSL,Yes,Bank Transfer,98.6,2238.13,1
CUST1543,28,12,Month-to-Month,DSL,No,Bank Transfer,71.94,886.32,1
CUST1544,45,65,One Year,DSL,No,Bank Transfer,66.78,4333.38,0
CUST1545,31,11,One Year,No Internet,Yes,Bank Transfer,108.99,1226.79,0
CUST1546,27,34,One Year,DSL,No,Credit Card,57.23,1977.76,1
CUST1547,21,28,One Year,DSL,Yes,Mailed Check,86.95,2398.13,0
CUST1548,42,32,Two Year,No Internet,No,Electronic Check,29.67,926.11,0
CUST1549,56,12,Month-to-Month,Fiber Optic,Yes,Mailed Check,68.53,846.4,1
CUST1550,38,32,Month-to-Month,DSL,No,Credit Card,57.66,1872.67,0
CUST1551,74,34,Month-to-Month,DSL,No,Electronic Check,57.03,1899.1,1
CUST1552,53,10,Month-to-Month,DSL,No,Bank Transfer,113.77,1137.9,1
CUST1553,26,67,Month-to-Month,Fiber Optic,Yes,Bank Transfer,90.02,5992.26,1
CUST1554,56,66,Two Year,No Internet,No,Electronic Check,26.42,1723.4,0
CUST1555,61,64,Two Year,DSL,Yes,Electronic Check,104.06,6628.22,0
CUST1556,46,6,Month-to-Month,No Internet,No,Mailed Check,105.93,691.4,1
CUST1557,34,60,Two Year,No Internet,No,Bank Transfer,27.99,1645.82,0
CUST1558,42,39,One Year,DSL,No,Electronic Check,60.37,2384.86,0
CUST1559,27,51,Month-to-Month,Fiber Optic,No,Mailed Check,35.83,1878.08,0
CUST1560,49,15,Month-to-Month,Fiber Optic,Yes,Electronic Check,54.55,801.69,1
CUST1561,56,17,Month-to-Month,Fiber Optic,Yes,Credit Card,20.06,409.85,1
CUST1562,51,6,Two Year,Fiber Optic,No,Mailed Check,81.55,529.65,1
CUST1563,27,40,Two Year,DSL,Yes,Electronic Check,41.05,1615.12,0
CUST1564,43,3,One Year,Fiber Optic,No,Credit Card,102.08,336.94,1
CUST1565,28,23,Month-to-Month,Fiber Optic,No,Bank Transfer,115.44,2675.69,1
CUST1566,18,5,One Year,DSL,No,Bank Transfer,44.65,200.48,1
CUST1567,72,52,Two Year,Fiber Optic,Yes,Bank Transfer,114.6,5939.17,0
CUST1568,22,50,Month-to-Month,No Internet,Yes,Bank Transfer,90.7,4471.76,0
CUST1569,65,55,Month-to-Month,DSL,No,Mailed Check,99.19,5489.29,0
CUST1570,19,11,Month-to-Month,Fiber Optic,No,Credit Card,82.74,878.93,1
CUST1571,18,17,One Year,Fiber Optic,No,Mailed Check,88.99,1568.64,1
CUST1572,71,42,Month-to-Month,No Internet,Yes,Credit Card,80.55,3424.57,0
CUST1573,33,44,Month-to-Month,Fiber Optic,Yes,Credit Card,89.29,3936.97,0
CUST1574,37,59,One Year,DSL,Yes,Credit Card,37.94,2306.69,0
CUST1575,73,20,Two Year,DSL,Yes,Electronic Check,76.58,1552.44,1
CUST1576,42,19,Month-to-Month,Fiber Optic,No,Electronic Check,60.82,1130.88,1
CUST1577,60,45,One Year,Fiber Optic,Yes,Electronic Check,20.78,899.4,0
CUST1578,30,58,Month-to-Month,Fiber Optic,No,Bank Transfer,75.5,4316.36,0
CUST1579,47,1,Two Year,DSL,No,Credit Card,101.4,135.64,1
CUST1580,58,13,Two Year,Fiber Optic,No,Mailed Check,26.85,353.13,0
CUST1581,66,46,Two Year,DSL,No,Credit Card,54.15,2458.38,0
CUST1582,52,22,Two Year,DSL,No,Credit Card,101.37,2282.57,0
CUST1583,64,17,Month-to-Month,DSL,No,Bank Transfer,37.32,721.02,1
CUST1584,61,47,One Year,Fiber Optic,No,Bank Transfer,86.04,4037.69,1
CUST1585,48,61,Month-to-Month,DSL,No,Mailed Check,97.92,5973.12,1
CUST1586,18,16,Two Year,Fiber Optic,No,Electronic Check,54.07,946.07,0
CUST1587,54,20,Month-to-Month,No Internet,No,Mailed Check,29.63,583.53,1
CUST1588,62,45,Month-to-Month,DSL,No,Bank Transfer,32.62,1480.89,0
CUST1589,42,65,Month-to-Month,DSL,No,Electronic Check,36.5,2421.62,0
CUST1590,72,33,One Year,Fiber Optic,Yes,Credit Card,89.83,2965.64,1
CUST1591,56,40,Two Year,Fiber Optic,No,Electronic Check,119.89,4836.73,1
CUST1592,20,49,Two Year,No Internet,No,Electronic Check,101.83,5004.47,0
CUST1593,38,38,Month-to-Month,Fiber Optic,No,Bank Transfer,85.22,3237.78,1
CUST1594,42,40,Month-to-Month,No Internet,Yes,Mailed Check,69.83,2832.72,1
CUST1595,53,15,Month-to-Month,DSL,Yes,Bank Transfer,108.22,1692.58,1
CUST1596,66,28,Month-to-Month,DSL,Yes,Electronic Check,104.28,2904.74,1
CUST1597,42,52,Month-to-Month,No Internet,No,Electronic Check,68.02,3510.2,1
CUST1598,34,3,Month-to-Month,Fiber Optic,No,Electronic Check,100.56,300.76,1
CUST1599,64,57,Month-to-Month,DSL,No,Mailed Check,99.01,5596.4,1
CUST1600,71,2,One Year,Fiber Optic,No,Bank Transfer,85.43,154.88,1
CUST1601,19,67,Month-to-Month,Fiber Optic,No,Mailed Check,34.07,2268.82,1
CUST1602,48,31,Month-to-Month,Fiber Optic,No,Electronic Check,43.44,1329.85,1
CUST1603,19,69,Two Year,Fiber Optic,No,Credit Card,47.92,3252.83,0
CUST1604,39,46,Month-to-Month,Fiber Optic,Yes,Bank Transfer,112.59,5052.87,1
CUST1605,47,45,One Year,No Internet,No,Bank Transfer,101.88,4538.12,1
CUST1606,49,31,Two Year,Fiber Optic,No,Bank Transfer,88.53,2706.66,1
CUST1607,61,70,Month-to-Month,No Internet,No,Electronic Check,68.79,4767.88,0
CUST1608,19,53,Month-to-Month,Fiber Optic,Yes,Electronic Check,73.37,3848.44,0
CUST1609,30,40,One Year,No Internet,Yes,Mailed Check,25.54,1082.85,0
CUST1610,74,66,One Year,DSL,No,Bank Transfer,74.03,4900.99,0
CUST1611,65,48,Month-to-Month,DSL,No,Bank Transfer,28.19,1496.11,1
CUST1612,56,40,Month-to-Month,DSL,Yes,Credit Card,74.6,3044.11,1
CUST1613,71,12,Month-to-Month,Fiber Optic,No,Electronic Check,67.17,885.47,1
CUST1614,45,38,Month-to-Month,DSL,Yes,Bank Transfer,84.79,3207.73,1
CUST1615,43,55,Two Year,DSL,No,Mailed Check,37.0,2023.53,0
CUST1616,19,27,Two Year,No Internet,No,Electronic Check,38.31,1053.84,0
CUST1617,67,33,Two Year,Fiber Optic,No,Bank Transfer,22.82,872.14,0
CUST1618,37,39,One Year,Fiber Optic,No,Mailed Check,119.29,4770.97,0
CUST1619,29,52,Two Year,Fiber Optic,Yes,Mailed Check,81.45,4330.94,0
CUST1620,21,2,Two Year,Fiber Optic,Yes,Credit Card,51.61,110.16,1
CUST1621,22,45,One Year,DSL,No,Mailed Check,65.23,2954.13,0
CUST1622,69,49,One Year,DSL,Yes,Mailed Check,47.16,2317.84,1
CUST1623,64,3,One Year,No Internet,No,Bank Transfer,53.26,236.36,1
CUST1624,72,32,One Year,No Internet,No,Credit Card,113.36,3529.62,0
CUST1625,42,32,Two Year,DSL,No,Bank Transfer,70.89,2278.11,0
CUST1626,51,50,Month-to-Month,Fiber Optic,No,Electronic Check,66.43,3374.71,0
CUST1627,34,16,One Year,DSL,No,Electronic Check,48.81,785.51,1
CUST1628,39,46,Two Year,Fiber Optic,Yes,Bank Transfer,85.16,3927.11,0
CUST1629,63,7,Month-to-Month,Fiber Optic,No,Bank Transfer,53.85,402.0,1
CUST1630,30,23,Month-to-Month,Fiber Optic,Yes,Bank Transfer,31.16,611.77,0
CUST1631,25,9,Month-to-Month,No Internet,Yes,Credit Card,41.13,278.28,1
CUST1632,59,18,Two Year,No Internet,No,Bank Transfer,99.53,1811.86,1
CUST1633,52,32,Month-to-Month,Fiber Optic,No,Electronic Check,65.81,2152.79,1
CUST1634,70,43,Two Year,DSL,Yes,Electronic Check,118.79,5124.17,1
CUST1635,53,32,Month-to-Month,DSL,Yes,Electronic Check,72.45,2259.86,0
CUST1636,53,59,Month-to-Month,No Internet,No,Credit Card,59.17,3495.56,0
CUST1637,66,39,One Year,DSL,Yes,Mailed Check,62.57,2400.92,0
CUST1638,56,50,Month-to-Month,No Internet,Yes,Mailed Check,117.36,5919.61,1
CUST1639,33,1,One Year,Fiber Optic,No,Mailed Check,98.05,96.97,1
CUST1640,69,32,Month-to-Month,Fiber Optic,No,Credit Card,36.74,1170.78,0
CUST1641,67,24,Month-to-Month,No Internet,No,Mailed Check,73.78,1745.13,1
CUST1642,41,8,Two Year,DSL,No,Bank Transfer,90.09,703.32,0
CUST1643,73,1,One Year,No Internet,Yes,Credit Card,109.45,104.11,1
CUST1644,63,60,Month-to-Month,Fiber Optic,Yes,Electronic Check,115.5,6992.0,1
CUST1645,67,31,One Year,DSL,Yes,Bank Transfer,108.43,3317.39,1
CUST1646,45,49,One Year,Fiber Optic,Yes,Electronic Check,95.21,4647.64,1
