OrderID,OrderDate,Region,Category,UnitsSold,UnitPrice,PaymentMethod,CustomerAge,Revenue,Month,Quarter
1248,2024-06-29 16:06:44.008016,Unknown,Toys,3.0,451.18,Online,51.0,1353.54,June,2024Q2
1249,2024-06-30 09:40:02.404809,Unknown,Grocery,70.0,439.56,Credit Card,49.0,30769.2,June,2024Q2
1250,2024-07-01 03:13:20.801603,South,Grocery,14.0,162.01,Cash,20.0,2268.14,July,2024Q3
1251,2024-07-01 20:46:39.198396,South,Electronics,30.0,435.11,Cash,20.0,13053.3,July,2024Q3
1252,2024-07-02 14:19:57.595190,South,Clothing,4.0,190.96,Cash,45.0,763.84,July,2024Q3
1253,2024-07-03 07:53:15.991983,South,Clothing,18.0,263.135,Cash,61.0,4736.43,July,2024Q3
1254,2024-07-04 01:26:34.388777,South,Toys,37.0,326.29,Online,32.0,12072.73,July,2024Q3
1255,2024-07-04 18:59:52.785571,North,Clothing,25.0,167.55,Debit Card,58.0,4188.75,July,2024Q3
1256,2024-07-05 12:33:11.182364,West,Furniture,48.0,316.95,Debit Card,40.0,15213.6,July,2024Q3
1257,2024-07-06 06:06:29.579158,Unknown,Clothing,1.0,306.87,Credit Card,57.0,306.87,July,2024Q3
1258,2024-07-06 23:39:47.975951,West,Toys,46.0,283.9,Online,28.0,13059.4,July,2024Q3
1259,2024-07-07 17:13:06.372745,West,Clothing,15.0,193.31,Online,65.0,2899.65,July,2024Q3
1260,2024-07-08 10:46:24.769539,North,Furniture,9.0,276.51,Debit Card,49.0,2488.59,July,2024Q3
1261,2024-07-09 04:19:43.166332,West,Electronics,26.0,300.26,Credit Card,53.0,7806.76,July,2024Q3
1262,2024-07-09 21:53:01.563126,Unknown,Toys,49.0,275.12,Credit Card,45.0,13480.88,July,2024Q3
1263,2024-07-10 15:26:19.959919,North,Electronics,24.0,263.135,Credit Card,41.0,6315.24,July,2024Q3
1264,2024-07-11 08:59:38.356713,East,Electronics,4.0,12.26,Credit Card,56.0,49.04,July,2024Q3
1265,2024-07-12 02:32:56.753507,South,Electronics,12.0,295.6,Cash,51.0,3547.2,July,2024Q3
1266,2024-07-12 20:06:15.150300,North,Grocery,37.0,88.38,Online,45.0,3270.06,July,2024Q3
1267,2024-07-13 13:39:33.547094,West,Grocery,37.0,323.08,Cash,54.0,11953.96,July,2024Q3
1268,2024-07-14 07:12:51.943887,North,Electronics,43.0,380.88,Credit Card,24.0,16377.84,July,2024Q3
1269,2024-07-15 00:46:10.340681,South,Toys,70.0,252.72,Credit Card,21.0,17690.4,July,2024Q3
1270,2024-07-15 18:19:28.737474,South,Furniture,39.0,273.47,Credit Card,54.0,10665.33,July,2024Q3
1271,2024-07-16 11:52:47.134268,South,Furniture,26.0,475.98,Credit Card,18.0,12375.48,July,2024Q3
1272,2024-07-17 05:26:05.531062,South,Clothing,24.0,424.35,Credit Card,45.0,10184.4,July,2024Q3
1273,2024-07-17 22:59:23.927855,South,Toys,11.0,457.55,Credit Card,45.0,5033.05,July,2024Q3
1274,2024-07-18 16:32:42.324649,Unknown,Grocery,13.0,407.81,Debit Card,37.0,5301.53,July,2024Q3
1275,2024-07-19 10:06:00.721442,East,Electronics,34.0,58.91,Unknown,36.0,2002.94,July,2024Q3
1276,2024-07-20 03:39:19.118236,East,Clothing,25.0,78.75,Cash,45.0,1968.75,July,2024Q3
1277,2024-07-20 21:12:37.515030,North,Furniture,7.0,265.68,Cash,27.0,1859.76,July,2024Q3
1278,2024-07-21 14:45:55.911823,West,Grocery,4.0,126.8,Online,35.0,507.2,July,2024Q3
1279,2024-07-22 08:19:14.308617,North,Grocery,8.0,240.96,Credit Card,45.0,1927.68,July,2024Q3
1280,2024-07-23 01:52:32.705410,North,Electronics,20.0,200.21,Credit Card,52.0,4004.2,July,2024Q3
1281,2024-07-23 19:25:51.102204,South,Furniture,29.0,276.96,Online,60.0,8031.84,July,2024Q3
1282,2024-07-24 12:59:09.498997,South,Toys,45.0,374.7,Credit Card,64.0,16861.5,July,2024Q3
1283,2024-07-25 06:32:27.895791,South,Grocery,46.0,359.17,Debit Card,48.0,16521.82,July,2024Q3
1284,2024-07-26 00:05:46.292585,North,Electronics,10.0,263.01,Debit Card,44.0,2630.1,July,2024Q3
1285,2024-07-26 17:39:04.689378,West,Toys,43.0,412.08,Cash,28.0,17719.44,July,2024Q3
1286,2024-07-27 11:12:23.086172,North,Furniture,34.0,218.28,Cash,66.0,7421.52,July,2024Q3
1287,2024-07-28 04:45:41.482965,East,Grocery,26.0,448.87,Debit Card,45.0,11670.62,July,2024Q3
1288,2024-07-28 22:18:59.879759,East,Toys,41.0,263.135,Credit Card,55.0,10788.54,July,2024Q3
1289,2024-07-29 15:52:18.276553,South,Toys,49.0,477.56,Credit Card,22.0,23400.44,July,2024Q3
1290,2024-07-30 09:25:36.673346,West,Toys,3.0,329.07,Debit Card,25.0,987.21,July,2024Q3
1291,2024-07-31 02:58:55.070140,North,Grocery,6.0,193.14,Cash,51.0,1158.84,July,2024Q3
1292,2024-07-31 20:32:13.466933,North,Grocery,5.0,102.59,Credit Card,65.0,512.95,July,2024Q3
1293,2024-08-01 14:05:31.863727,South,Clothing,5.0,263.135,Online,69.0,1315.68,August,2024Q3
1294,2024-08-02 07:38:50.260521,South,Furniture,47.0,101.31,Cash,29.0,4761.57,August,2024Q3
1295,2024-08-03 01:12:08.657314,North,Electronics,23.0,87.33,Online,55.0,2008.59,August,2024Q3
1296,2024-08-03 18:45:27.054108,East,Toys,49.0,310.59,Debit Card,18.0,15218.91,August,2024Q3
1297,2024-08-04 12:18:45.450901,North,Clothing,9.0,263.93,Debit Card,48.0,2375.37,August,2024Q3
1298,2024-08-05 05:52:03.847695,South,Electronics,35.0,336.7,Cash,21.0,11784.5,August,2024Q3
1299,2024-08-05 23:25:22.244488,West,Clothing,20.0,465.15,Unknown,66.0,9303.0,August,2024Q3
1300,2024-08-06 16:58:40.641282,North,Grocery,49.0,268.47,Credit Card,62.0,13155.03,August,2024Q3
1301,2024-08-07 10:31:59.038076,North,Toys,42.0,292.56,Debit Card,67.0,12287.52,August,2024Q3
1302,2024-08-08 04:05:17.434869,East,Electronics,35.0,49.37,Credit Card,22.0,1727.95,August,2024Q3
1303,2024-08-08 21:38:35.831663,East,Electronics,18.0,360.23,Cash,47.0,6484.14,August,2024Q3
1304,2024-08-09 15:11:54.228456,West,Electronics,17.0,202.95,Cash,41.0,3450.15,August,2024Q3
1305,2024-08-10 08:45:12.625250,North,Electronics,24.0,488.48,Online,20.0,11723.52,August,2024Q3
1306,2024-08-11 02:18:31.022044,Unknown,Electronics,3.0,412.47,Unknown,28.0,1237.41,August,2024Q3
1307,2024-08-11 19:51:49.418837,East,Clothing,32.0,263.63,Credit Card,62.0,8436.16,August,2024Q3
1308,2024-08-12 13:25:07.815631,South,Toys,35.0,66.0,Credit Card,21.0,2310.0,August,2024Q3
1309,2024-08-13 06:58:26.212424,North,Grocery,38.0,430.41,Debit Card,43.0,16355.58,August,2024Q3
1310,2024-08-14 00:31:44.609218,South,Grocery,13.0,400.89,Cash,44.0,5211.57,August,2024Q3
1311,2024-08-14 18:05:03.006012,East,Grocery,47.0,263.135,Credit Card,45.0,12367.34,August,2024Q3
1312,2024-08-15 11:38:21.402805,North,Grocery,25.0,151.16,Debit Card,60.0,3779.0,August,2024Q3
1313,2024-08-16 05:11:39.799599,North,Clothing,9.0,397.74,Cash,44.0,3579.66,August,2024Q3
1314,2024-08-16 22:44:58.196392,Unknown,Furniture,4.0,96.69,Unknown,59.0,386.76,August,2024Q3
1315,2024-08-17 16:18:16.593186,South,Toys,14.0,459.29,Credit Card,68.0,6430.06,August,2024Q3
1316,2024-08-18 09:51:34.989979,West,Electronics,37.0,215.14,Cash,67.0,7960.18,August,2024Q3
1317,2024-08-19 03:24:53.386773,East,Furniture,34.0,48.08,Cash,23.0,1634.72,August,2024Q3
1318,2024-08-19 20:58:11.783567,North,Grocery,26.0,408.8,Debit Card,32.0,10628.8,August,2024Q3
1319,2024-08-20 14:31:30.180360,North,Furniture,41.0,189.89,Cash,47.0,7785.49,August,2024Q3
1320,2024-08-21 08:04:48.577154,South,Toys,3.0,265.62,Debit Card,59.0,796.86,August,2024Q3
1321,2024-08-22 01:38:06.973947,East,Electronics,28.0,60.59,Credit Card,54.0,1696.52,August,2024Q3
1322,2024-08-22 19:11:25.370741,North,Electronics,29.0,6.28,Online,54.0,182.12,August,2024Q3
1323,2024-08-23 12:44:43.767535,West,Toys,9.0,320.8,Cash,59.0,2887.2,August,2024Q3
1324,2024-08-24 06:18:02.164328,South,Toys,3.0,260.01,Credit Card,54.0,780.03,August,2024Q3
1325,2024-08-24 23:51:20.561122,Unknown,Grocery,25.0,298.8,Debit Card,52.0,7470.0,August,2024Q3
1326,2024-08-25 17:24:38.957915,North,Electronics,34.0,397.9,Credit Card,40.0,13528.6,August,2024Q3
1327,2024-08-26 10:57:57.354709,West,Furniture,12.0,325.07,Credit Card,23.0,3900.84,August,2024Q3
1328,2024-08-27 04:31:15.751503,West,Clothing,42.0,91.51,Online,21.0,3843.42,August,2024Q3
1329,2024-08-27 22:04:34.148296,East,Clothing,9.0,183.58,Cash,45.0,1652.22,August,2024Q3
1330,2024-08-28 15:37:52.545090,South,Toys,15.0,453.42,Debit Card,26.0,6801.3,August,2024Q3
1331,2024-08-29 09:11:10.941883,South,Grocery,26.0,386.12,Credit Card,66.0,10039.12,August,2024Q3
1332,2024-08-30 02:44:29.338677,North,Clothing,25.0,280.54,Debit Card,46.0,7013.5,August,2024Q3
1333,2024-08-30 20:17:47.735470,North,Electronics,5.0,131.54,Credit Card,30.0,657.7,August,2024Q3
1334,2024-08-31 13:51:06.132264,North,Toys,11.0,154.52,Cash,64.0,1699.72,August,2024Q3
1335,2024-09-01 07:24:24.529058,North,Furniture,34.0,263.135,Unknown,69.0,8946.59,September,2024Q3
1336,2024-09-02 00:57:42.925851,North,Toys,24.0,426.33,Debit Card,34.0,10231.92,September,2024Q3
1337,2024-09-02 18:31:01.322645,South,Furniture,15.0,337.36,Cash,62.0,5060.4,September,2024Q3
1338,2024-09-03 12:04:19.719438,North,Toys,38.0,405.72,Cash,49.0,15417.36,September,2024Q3
1339,2024-09-04 05:37:38.116232,East,Toys,8.0,384.49,Online,65.0,3075.92,September,2024Q3
1340,2024-09-04 23:10:56.513026,North,Toys,5.0,79.1,Cash,39.0,395.5,September,2024Q3
1341,2024-09-05 16:44:14.909819,East,Furniture,48.0,214.85,Debit Card,21.0,10312.8,September,2024Q3
1342,2024-09-06 10:17:33.306613,East,Furniture,26.0,80.73,Debit Card,22.0,2098.98,September,2024Q3
1343,2024-09-07 03:50:51.703406,North,Toys,18.0,121.44,Credit Card,54.0,2185.92,September,2024Q3
1344,2024-09-07 21:24:10.100200,East,Clothing,6.0,435.28,Credit Card,58.0,2611.68,September,2024Q3
1345,2024-09-08 14:57:28.496993,South,Grocery,37.0,239.08,Debit Card,66.0,8845.96,September,2024Q3
1346,2024-09-09 08:30:46.893787,West,Grocery,48.0,270.0,Credit Card,30.0,12960.0,September,2024Q3
1347,2024-09-10 02:04:05.290581,West,Grocery,26.0,93.33,Credit Card,51.0,2426.58,September,2024Q3
1348,2024-09-10 19:37:23.687374,North,Furniture,28.0,159.57,Online,62.0,4467.96,September,2024Q3
1349,2024-09-11 13:10:42.084168,South,Furniture,5.0,118.97,Debit Card,39.0,594.85,September,2024Q3
1350,2024-09-12 06:44:00.480961,West,Clothing,13.0,107.06,Debit Card,40.0,1391.78,September,2024Q3
1351,2024-09-13 00:17:18.877755,East,Grocery,17.0,320.79,Debit Card,68.0,5453.43,September,2024Q3
1352,2024-09-13 17:50:37.274549,South,Grocery,40.0,132.16,Debit Card,20.0,5286.4,September,2024Q3
1353,2024-09-14 11:23:55.671342,West,Toys,45.0,317.85,Credit Card,59.0,14303.25,September,2024Q3
1354,2024-09-15 04:57:14.068136,North,Furniture,32.0,33.94,Cash,51.0,1086.08,September,2024Q3
1355,2024-09-15 22:30:32.464929,North,Grocery,29.0,75.18,Credit Card,49.0,2180.22,September,2024Q3
1356,2024-09-16 16:03:50.861723,West,Clothing,3.0,140.9,Cash,62.0,422.7,September,2024Q3
1357,2024-09-17 09:37:09.258517,North,Clothing,40.0,300.54,Debit Card,68.0,12021.6,September,2024Q3
1358,2024-09-18 03:10:27.655310,West,Grocery,34.0,339.54,Cash,66.0,11544.36,September,2024Q3
1359,2024-09-18 20:43:46.052104,Unknown,Furniture,40.0,224.14,Cash,38.0,8965.6,September,2024Q3
1360,2024-09-19 14:17:04.448897,West,Clothing,27.0,225.67,Cash,63.0,6093.09,September,2024Q3
1361,2024-09-20 07:50:22.845691,South,Toys,13.0,363.64,Credit Card,61.0,4727.32,September,2024Q3
1362,2024-09-21 01:23:41.242484,West,Clothing,45.0,263.135,Cash,45.0,11841.08,September,2024Q3
1363,2024-09-21 18:56:59.639278,East,Electronics,33.0,173.84,Credit Card,61.0,5736.72,September,2024Q3
1364,2024-09-22 12:30:18.036072,East,Electronics,6.0,410.26,Credit Card,28.0,2461.56,September,2024Q3
1365,2024-09-23 06:03:36.432865,Unknown,Furniture,24.0,303.59,Credit Card,56.0,7286.16,September,2024Q3
1366,2024-09-23 23:36:54.829659,South,Grocery,19.0,171.93,Cash,21.0,3266.67,September,2024Q3
1367,2024-09-24 17:10:13.226452,Unknown,Furniture,16.0,453.23,Debit Card,68.0,7251.68,September,2024Q3
1368,2024-09-25 10:43:31.623246,Unknown,Furniture,26.0,387.45,Credit Card,18.0,10073.7,September,2024Q3
1369,2024-09-26 04:16:50.020040,North,Furniture,28.0,136.12,Cash,45.0,3811.36,September,2024Q3
1370,2024-09-26 21:50:08.416833,North,Furniture,33.0,324.42,Debit Card,41.0,10705.86,September,2024Q3
1371,2024-09-27 15:23:26.813627,North,Toys,48.0,299.9,Credit Card,52.0,14395.2,September,2024Q3
1372,2024-09-28 08:56:45.210420,North,Toys,41.0,203.59,Online,30.0,8347.19,September,2024Q3
1373,2024-09-29 02:30:03.607214,North,Clothing,13.0,186.64,Cash,64.0,2426.32,September,2024Q3
1374,2024-09-29 20:03:22.004008,West,Electronics,43.0,175.06,Cash,51.0,7527.58,September,2024Q3
1375,2024-09-30 13:36:40.400801,North,Furniture,45.0,310.49,Debit Card,28.0,13972.05,September,2024Q3
1376,2024-10-01 07:09:58.797595,South,Clothing,25.0,223.99,Credit Card,53.0,5599.75,October,2024Q4
1377,2024-10-02 00:43:17.194388,South,Electronics,42.0,416.77,Debit Card,68.0,17504.34,October,2024Q4
1378,2024-10-02 18:16:35.591182,North,Grocery,36.0,336.45,Cash,34.0,12112.2,October,2024Q4
1379,2024-10-03 11:49:53.987975,South,Toys,27.0,39.62,Online,52.0,1069.74,October,2024Q4
1380,2024-10-04 05:23:12.384769,South,Electronics,38.0,321.88,Credit Card,35.0,12231.44,October,2024Q4
1381,2024-10-04 22:56:30.781563,North,Grocery,7.0,139.22,Cash,57.0,974.54,October,2024Q4
1382,2024-10-05 16:29:49.178356,West,Electronics,5.0,298.44,Debit Card,39.0,1492.2,October,2024Q4
1383,2024-10-06 10:03:07.575150,West,Toys,26.0,341.67,Credit Card,41.0,8883.42,October,2024Q4
1384,2024-10-07 03:36:25.971943,South,Toys,45.0,119.26,Cash,36.0,5366.7,October,2024Q4
1385,2024-10-07 21:09:44.368737,North,Clothing,31.0,231.15,Debit Card,54.0,7165.65,October,2024Q4
1386,2024-10-08 14:43:02.765531,South,Furniture,23.0,99.21,Online,56.0,2281.83,October,2024Q4
1387,2024-10-09 08:16:21.162324,South,Electronics,26.0,30.91,Cash,38.0,803.66,October,2024Q4
1388,2024-10-10 01:49:39.559118,North,Electronics,10.0,192.35,Debit Card,45.0,1923.5,October,2024Q4
1389,2024-10-10 19:22:57.955911,North,Grocery,32.0,184.66,Unknown,45.0,5909.12,October,2024Q4
1390,2024-10-11 12:56:16.352705,South,Toys,26.0,497.76,Online,45.0,12941.76,October,2024Q4
1391,2024-10-12 06:29:34.749498,Unknown,Electronics,30.0,225.94,Credit Card,34.0,6778.2,October,2024Q4
1392,2024-10-13 00:02:53.146292,East,Toys,39.0,170.12,Debit Card,94.375,6634.68,October,2024Q4
1393,2024-10-13 17:36:11.543086,South,Electronics,31.0,292.34,Cash,53.0,9062.54,October,2024Q4
1394,2024-10-14 11:09:29.939879,North,Clothing,18.0,48.94,Unknown,36.0,880.92,October,2024Q4
1395,2024-10-15 04:42:48.336673,South,Furniture,36.0,481.02,Cash,44.0,17316.72,October,2024Q4
1396,2024-10-15 22:16:06.733466,Unknown,Electronics,2.0,319.31,Credit Card,51.0,638.62,October,2024Q4
1397,2024-10-16 15:49:25.130260,South,Toys,14.0,378.64,Debit Card,28.0,5300.96,October,2024Q4
1398,2024-10-17 09:22:43.527054,East,Clothing,13.0,89.39,Cash,62.0,1162.07,October,2024Q4
1399,2024-10-18 02:56:01.923847,North,Electronics,29.0,207.69,Unknown,64.0,6023.01,October,2024Q4
1400,2024-10-18 20:29:20.320641,North,Grocery,12.0,214.23,Unknown,29.0,2570.76,October,2024Q4
1401,2024-10-19 14:02:38.717434,North,Furniture,39.0,411.79,Debit Card,38.0,16059.81,October,2024Q4
1402,2024-10-20 07:35:57.114228,Unknown,Electronics,26.0,5.61,Credit Card,28.0,145.86,October,2024Q4
1403,2024-10-21 01:09:15.511022,East,Clothing,32.0,153.92,Debit Card,56.0,4925.44,October,2024Q4
1404,2024-10-21 18:42:33.907815,South,Grocery,13.0,263.135,Credit Card,45.0,3420.76,October,2024Q4
1405,2024-10-22 12:15:52.304609,South,Clothing,46.0,240.07,Credit Card,45.0,11043.22,October,2024Q4
1406,2024-10-23 05:49:10.701402,South,Clothing,27.0,194.35,Online,34.0,5247.45,October,2024Q4
1407,2024-10-23 23:22:29.098196,South,Grocery,49.0,64.32,Credit Card,-2.625,3151.68,October,2024Q4
1408,2024-10-24 16:55:47.494989,North,Clothing,41.0,487.21,Cash,58.0,19975.61,October,2024Q4
1409,2024-10-25 10:29:05.891783,Unknown,Grocery,17.0,263.135,Unknown,63.0,4473.3,October,2024Q4
1410,2024-10-26 04:02:24.288577,North,Electronics,40.0,369.9,Cash,29.0,14796.0,October,2024Q4
1411,2024-10-26 21:35:42.685370,South,Grocery,26.0,385.46,Credit Card,23.0,10021.96,October,2024Q4
1412,2024-10-27 15:09:01.082164,Unknown,Grocery,34.0,125.61,Online,34.0,4270.74,October,2024Q4
1413,2024-10-28 08:42:19.478957,Unknown,Furniture,70.0,337.42,Credit Card,68.0,23619.4,October,2024Q4
1414,2024-10-29 02:15:37.875751,West,Grocery,45.0,263.135,Debit Card,36.0,11841.08,October,2024Q4
1415,2024-10-29 19:48:56.272545,West,Grocery,35.0,132.24,Unknown,43.0,4628.4,October,2024Q4
1416,2024-10-30 13:22:14.669338,East,Electronics,48.0,395.01,Online,65.0,18960.48,October,2024Q4
1417,2024-10-31 06:55:33.066132,South,Furniture,6.0,433.02,Debit Card,61.0,2598.12,October,2024Q4
1418,2024-11-01 00:28:51.462925,South,Toys,19.0,306.2,Cash,61.0,5817.8,November,2024Q4
1419,2024-11-01 18:02:09.859719,West,Electronics,30.0,255.89,Credit Card,69.0,7676.7,November,2024Q4
1420,2024-11-02 11:35:28.256513,North,Electronics,7.0,83.86,Online,49.0,587.02,November,2024Q4
1421,2024-11-03 05:08:46.653306,North,Toys,10.0,36.24,Online,23.0,362.4,November,2024Q4
1422,2024-11-03 22:42:05.050100,North,Grocery,41.0,63.24,Cash,53.0,2592.84,November,2024Q4
1423,2024-11-04 16:15:23.446893,North,Clothing,32.0,117.54,Credit Card,55.0,3761.28,November,2024Q4
1424,2024-11-05 09:48:41.843687,East,Furniture,34.0,174.13,Credit Card,28.0,5920.42,November,2024Q4
1425,2024-11-06 03:22:00.240480,North,Clothing,28.0,193.55,Credit Card,50.0,5419.4,November,2024Q4
1426,2024-11-06 20:55:18.637274,East,Toys,15.0,176.43,Debit Card,41.0,2646.45,November,2024Q4
1427,2024-11-07 14:28:37.034068,East,Electronics,30.0,123.33,Cash,40.0,3699.9,November,2024Q4
1428,2024-11-08 08:01:55.430861,South,Electronics,26.0,263.135,Online,32.0,6841.51,November,2024Q4
1429,2024-11-09 01:35:13.827655,South,Furniture,29.0,413.52,Debit Card,44.0,11992.08,November,2024Q4
1430,2024-11-09 19:08:32.224448,North,Electronics,22.0,143.45,Credit Card,45.0,3155.9,November,2024Q4
1431,2024-11-10 12:41:50.621242,North,Electronics,4.0,471.48,Debit Card,68.0,1885.92,November,2024Q4
1432,2024-11-11 06:15:09.018036,North,Furniture,20.0,437.3,Cash,67.0,8746.0,November,2024Q4
1433,2024-11-11 23:48:27.414829,West,Furniture,32.0,85.07,Debit Card,34.0,2722.24,November,2024Q4
1434,2024-11-12 17:21:45.811623,North,Toys,36.0,394.21,Debit Card,68.0,14191.56,November,2024Q4
1435,2024-11-13 10:55:04.208416,North,Electronics,4.0,289.42,Online,31.0,1157.68,November,2024Q4
1436,2024-11-14 04:28:22.605210,North,Electronics,27.0,263.135,Online,44.0,7104.64,November,2024Q4
1437,2024-11-14 22:01:41.002004,North,Toys,17.0,198.57,Credit Card,35.0,3375.69,November,2024Q4
1438,2024-11-15 15:34:59.398797,South,Grocery,12.0,253.07,Credit Card,45.0,3036.84,November,2024Q4
1439,2024-11-16 09:08:17.795591,North,Grocery,22.0,263.135,Debit Card,68.0,5788.97,November,2024Q4
1440,2024-11-17 02:41:36.192384,North,Grocery,26.0,272.17,Credit Card,64.0,7076.42,November,2024Q4
1441,2024-11-17 20:14:54.589178,North,Toys,10.0,315.84,Cash,64.0,3158.4,November,2024Q4
1442,2024-11-18 13:48:12.985971,Unknown,Electronics,1.0,338.78,Credit Card,21.0,338.78,November,2024Q4
1443,2024-11-19 07:21:31.382765,South,Toys,22.0,268.58,Debit Card,24.0,5908.76,November,2024Q4
1444,2024-11-20 00:54:49.779559,South,Toys,26.0,362.1,Credit Card,45.0,9414.6,November,2024Q4
1445,2024-11-20 18:28:08.176352,South,Grocery,18.0,74.93,Debit Card,45.0,1348.74,November,2024Q4
1446,2024-11-21 12:01:26.573146,Unknown,Clothing,14.0,109.93,Unknown,65.0,1539.02,November,2024Q4
1447,2024-11-22 05:34:44.969939,Unknown,Electronics,47.0,410.27,Credit Card,26.0,19282.69,November,2024Q4
1448,2024-11-22 23:08:03.366733,North,Grocery,29.0,164.65,Credit Card,25.0,4774.85,November,2024Q4
1449,2024-11-23 16:41:21.763527,South,Clothing,12.0,16.33,Cash,69.0,195.96,November,2024Q4
1450,2024-11-24 10:14:40.160320,North,Clothing,36.0,81.13,Online,62.0,2920.68,November,2024Q4
1451,2024-11-25 03:47:58.557114,North,Furniture,35.0,115.69,Credit Card,34.0,4049.15,November,2024Q4
1452,2024-11-25 21:21:16.953907,West,Electronics,12.0,478.87,Cash,34.0,5746.44,November,2024Q4
1453,2024-11-26 14:54:35.350701,East,Clothing,7.0,288.66,Credit Card,45.0,2020.62,November,2024Q4
1454,2024-11-27 08:27:53.747494,Unknown,Grocery,29.0,466.7,Debit Card,50.0,13534.3,November,2024Q4
1455,2024-11-28 02:01:12.144288,North,Furniture,11.0,289.71,Cash,49.0,3186.81,November,2024Q4
1456,2024-11-28 19:34:30.541082,East,Electronics,33.0,242.28,Debit Card,25.0,7995.24,November,2024Q4
1457,2024-11-29 13:07:48.937875,North,Toys,6.0,160.3,Online,36.0,961.8,November,2024Q4
1458,2024-11-30 06:41:07.334669,East,Grocery,70.0,305.15,Credit Card,55.0,21360.5,November,2024Q4
1459,2024-12-01 00:14:25.731462,North,Clothing,15.0,73.9,Online,20.0,1108.5,December,2024Q4
1460,2024-12-01 17:47:44.128256,North,Clothing,32.0,449.64,Credit Card,22.0,14388.48,December,2024Q4
1461,2024-12-02 11:21:02.525050,North,Grocery,11.0,263.135,Online,30.0,2894.48,December,2024Q4
1462,2024-12-03 04:54:20.921843,West,Clothing,23.0,162.18,Debit Card,64.0,3730.14,December,2024Q4
1463,2024-12-03 22:27:39.318637,North,Furniture,26.0,476.63,Online,94.375,12392.38,December,2024Q4
1464,2024-12-04 16:00:57.715430,West,Electronics,34.0,413.47,Credit Card,48.0,14057.98,December,2024Q4
1465,2024-12-05 09:34:16.112224,Unknown,Furniture,46.0,334.82,Credit Card,33.0,15401.72,December,2024Q4
1466,2024-12-06 03:07:34.509018,South,Clothing,34.0,65.27,Cash,67.0,2219.18,December,2024Q4
1467,2024-12-06 20:40:52.905811,South,Toys,29.0,241.73,Cash,49.0,7010.17,December,2024Q4
1468,2024-12-07 14:14:11.302605,South,Electronics,4.0,255.52,Credit Card,39.0,1022.08,December,2024Q4
1469,2024-12-08 07:47:29.699398,South,Electronics,17.0,120.11,Cash,46.0,2041.87,December,2024Q4
1470,2024-12-09 01:20:48.096192,Unknown,Grocery,35.0,44.58,Credit Card,39.0,1560.3,December,2024Q4
1471,2024-12-09 18:54:06.492985,North,Grocery,13.0,389.48,Cash,60.0,5063.24,December,2024Q4
1472,2024-12-10 12:27:24.889779,Unknown,Toys,41.0,65.41,Online,20.0,2681.81,December,2024Q4
1473,2024-12-11 06:00:43.286573,North,Electronics,39.0,299.17,Cash,27.0,11667.63,December,2024Q4
1474,2024-12-11 23:34:01.683366,South,Toys,15.0,468.54,Credit Card,45.0,7028.1,December,2024Q4
1475,2024-12-12 17:07:20.080160,East,Grocery,29.0,438.67,Cash,38.0,12721.43,December,2024Q4
1476,2024-12-13 10:40:38.476953,Unknown,Grocery,29.0,142.49,Credit Card,33.0,4132.21,December,2024Q4
1477,2024-12-14 04:13:56.873747,North,Electronics,11.0,426.47,Unknown,29.0,4691.17,December,2024Q4
1478,2024-12-14 21:47:15.270541,West,Furniture,32.0,5.16,Credit Card,19.0,165.12,December,2024Q4
1479,2024-12-15 15:20:33.667334,Unknown,Clothing,2.0,13.76,Debit Card,58.0,27.52,December,2024Q4
1480,2024-12-16 08:53:52.064128,East,Grocery,47.0,303.26,Unknown,41.0,14253.22,December,2024Q4
1481,2024-12-17 02:27:10.460921,West,Grocery,70.0,185.58,Online,52.0,12990.6,December,2024Q4
1482,2024-12-17 20:00:28.857715,West,Furniture,20.0,196.3,Debit Card,47.0,3926.0,December,2024Q4
1483,2024-12-18 13:33:47.254509,East,Furniture,22.0,284.4,Online,47.0,6256.8,December,2024Q4
1484,2024-12-19 07:07:05.651302,West,Toys,11.0,99.93,Unknown,64.0,1099.23,December,2024Q4
1485,2024-12-20 00:40:24.048096,West,Toys,27.0,109.82,Debit Card,52.0,2965.14,December,2024Q4
1486,2024-12-20 18:13:42.444889,Unknown,Clothing,3.0,244.88,Debit Card,36.0,734.64,December,2024Q4
1487,2024-12-21 11:47:00.841683,North,Clothing,17.0,378.36,Debit Card,67.0,6432.12,December,2024Q4
1488,2024-12-22 05:20:19.238476,South,Electronics,44.0,311.65,Cash,25.0,13712.6,December,2024Q4
1489,2024-12-22 22:53:37.635270,Unknown,Toys,26.0,152.19,Debit Card,43.0,3956.94,December,2024Q4
1490,2024-12-23 16:26:56.032064,South,Grocery,26.0,218.02,Cash,66.0,5668.52,December,2024Q4
1491,2024-12-24 10:00:14.428857,East,Toys,21.0,89.48,Credit Card,57.0,1879.08,December,2024Q4
1492,2024-12-25 03:33:32.825651,West,Grocery,47.0,41.94,Credit Card,24.0,1971.18,December,2024Q4
1493,2024-12-25 21:06:51.222444,South,Furniture,16.0,392.43,Credit Card,47.0,6278.88,December,2024Q4
1494,2024-12-26 14:40:09.619238,North,Toys,37.0,136.37,Credit Card,24.0,5045.69,December,2024Q4
1495,2024-12-27 08:13:28.016032,East,Furniture,20.0,92.99,Credit Card,20.0,1859.8,December,2024Q4
